"Time (ps)"	"Counts per bin"
0	13176073
100	0
200	0
300	0
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	0
2400	0
2500	0
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	0
3400	0
3500	0
3600	0
3700	0
3800	0
3900	0
4000	0
4100	0
4200	0
4300	0
4400	0
4500	0
4600	0
4700	0
4800	0
4900	0
5000	0
5100	0
5200	0
5300	0
5400	0
5500	0
5600	0
5700	0
5800	0
5900	0
6000	0
6100	0
6200	0
6300	0
6400	0
6500	0
6600	0
6700	0
6800	0
6900	0
7000	0
7100	0
7200	0
7300	0
7400	0
7500	0
7600	0
7700	0
7800	0
7900	0
8000	0
8100	0
8200	0
8300	0
8400	0
8500	0
8600	0
8700	0
8800	0
8900	0
9000	0
9100	0
9200	0
9300	0
9400	0
9500	0
9600	0
9700	0
9800	0
9900	0
10000	0
10100	0
10200	0
10300	0
10400	0
10500	0
10600	0
10700	0
10800	0
10900	0
11000	0
11100	0
11200	0
11300	0
11400	0
11500	0
11600	0
11700	0
11800	0
11900	1
12000	0
12100	0
12200	0
12300	0
12400	0
12500	0
12600	0
12700	0
12800	0
12900	0
13000	0
13100	0
13200	0
13300	0
13400	0
13500	0
13600	0
13700	0
13800	0
13900	0
14000	0
14100	0
14200	0
14300	0
14400	0
14500	0
14600	0
14700	0
14800	0
14900	0
15000	0
15100	0
15200	0
15300	0
15400	0
15500	0
15600	0
15700	0
15800	0
15900	0
16000	0
16100	0
16200	0
16300	0
16400	0
16500	0
16600	0
16700	0
16800	0
16900	0
17000	1
17100	1
17200	1
17300	1
17400	1
17500	4
17600	1
17700	0
17800	2
17900	0
18000	2
18100	1
18200	3
18300	5
18400	5
18500	7
18600	11
18700	5
18800	7
18900	10
19000	14
19100	29
19200	29
19300	40
19400	62
19500	82
19600	91
19700	124
19800	185
19900	210
20000	258
20100	308
20200	286
20300	381
20400	365
20500	405
20600	404
20700	406
20800	418
20900	425
21000	483
21100	459
21200	421
21300	530
21400	524
21500	531
21600	536
21700	558
21800	563
21900	560
22000	562
22100	588
22200	562
22300	598
22400	576
22500	575
22600	573
22700	566
22800	560
22900	536
23000	558
23100	543
23200	572
23300	569
23400	597
23500	551
23600	607
23700	559
23800	603
23900	594
24000	572
24100	565
24200	574
24300	531
24400	560
24500	585
24600	589
24700	584
24800	604
24900	563
25000	535
25100	538
25200	529
25300	552
25400	584
25500	530
25600	535
25700	538
25800	540
25900	525
26000	539
26100	582
26200	566
26300	597
26400	602
26500	646
26600	648
26700	644
26800	630
26900	617
27000	617
27100	593
27200	574
27300	586
27400	570
27500	557
27600	578
27700	540
27800	531
27900	578
28000	577
28100	601
28200	590
28300	629
28400	569
28500	570
28600	557
28700	549
28800	583
28900	507
29000	543
29100	605
29200	611
29300	581
29400	601
29500	590
29600	593
29700	593
29800	601
29900	532
30000	606
30100	577
30200	574
30300	563
30400	541
30500	581
30600	566
30700	571
30800	559
30900	578
31000	548
31100	568
31200	572
31300	609
31400	656
31500	566
31600	552
31700	561
31800	566
31900	582
32000	559
32100	553
32200	583
32300	532
32400	537
32500	567
32600	561
32700	572
32800	606
32900	560
33000	590
33100	587
33200	583
33300	568
33400	589
33500	553
33600	564
33700	541
33800	590
33900	552
34000	581
34100	584
34200	556
34300	581
34400	554
34500	566
34600	576
34700	575
34800	567
34900	606
35000	580
35100	584
35200	584
35300	547
35400	577
35500	558
35600	619
35700	594
35800	556
35900	575
36000	603
36100	585
36200	554
36300	545
36400	525
36500	566
36600	592
36700	559
36800	594
36900	580
37000	607
37100	582
37200	611
37300	564
37400	589
37500	555
37600	550
37700	557
37800	504
37900	558
38000	564
38100	554
38200	585
38300	579
38400	565
38500	581
38600	585
38700	543
38800	572
38900	606
39000	582
39100	586
39200	562
39300	608
39400	536
39500	588
39600	546
39700	581
39800	540
39900	557
40000	564
40100	530
40200	583
40300	579
40400	589
40500	586
40600	530
40700	541
40800	574
40900	578
41000	583
41100	570
41200	568
41300	565
41400	587
41500	602
41600	569
41700	584
41800	586
41900	577
42000	598
42100	554
42200	586
42300	570
42400	606
42500	581
42600	575
42700	594
42800	582
42900	608
43000	608
43100	608
43200	568
43300	597
43400	555
43500	587
43600	557
43700	598
43800	567
43900	526
44000	539
44100	543
44200	563
44300	617
44400	559
44500	569
44600	551
44700	549
44800	617
44900	589
45000	561
45100	525
45200	569
45300	543
45400	579
45500	581
45600	589
45700	546
45800	570
45900	579
46000	597
46100	616
46200	556
46300	547
46400	588
46500	579
46600	604
46700	631
46800	546
46900	559
47000	594
47100	617
47200	589
47300	575
47400	602
47500	595
47600	603
47700	591
47800	575
47900	563
48000	580
48100	552
48200	602
48300	604
48400	614
48500	611
48600	555
48700	556
48800	572
48900	551
49000	584
49100	604
49200	594
49300	582
49400	641
49500	546
49600	572
49700	580
49800	528
49900	589
50000	577
50100	560
50200	566
50300	589
50400	552
50500	586
50600	547
50700	529
50800	596
50900	597
51000	577
51100	582
51200	596
51300	593
51400	602
51500	541
51600	588
51700	567
51800	581
51900	561
52000	597
52100	573
52200	613
52300	557
52400	593
52500	578
52600	587
52700	605
52800	586
52900	617
53000	633
53100	559
53200	623
53300	633
53400	585
53500	581
53600	589
53700	598
53800	565
53900	601
54000	569
54100	586
54200	559
54300	579
54400	552
54500	604
54600	612
54700	601
54800	592
54900	573
55000	593
55100	574
55200	645
55300	584
55400	539
55500	599
55600	604
55700	559
55800	580
55900	523
56000	580
56100	574
56200	552
56300	587
56400	584
56500	602
56600	585
56700	568
56800	583
56900	588
57000	567
57100	567
57200	559
57300	585
57400	561
57500	586
57600	559
57700	553
57800	576
57900	568
58000	600
58100	590
58200	592
58300	547
58400	591
58500	599
58600	551
58700	564
58800	590
58900	641
59000	576
59100	594
59200	549
59300	553
59400	598
59500	581
59600	614
59700	582
59800	569
59900	643
60000	575
60100	582
60200	554
60300	573
60400	615
60500	572
60600	599
60700	570
60800	560
60900	559
61000	554
61100	599
61200	573
61300	565
61400	627
61500	572
61600	566
61700	613
61800	555
61900	589
62000	598
62100	585
62200	582
62300	579
62400	602
62500	551
62600	602
62700	636
62800	588
62900	554
63000	622
63100	557
63200	576
63300	551
63400	574
63500	559
63600	582
63700	585
63800	588
63900	606
64000	552
64100	582
64200	603
64300	600
64400	568
64500	570
64600	569
64700	557
64800	563
64900	613
65000	574
65100	567
65200	606
65300	574
65400	533
65500	563
65600	543
65700	546
65800	564
65900	570
66000	547
66100	586
66200	606
66300	598
66400	575
66500	565
66600	576
66700	593
66800	603
66900	568
67000	592
67100	566
67200	520
67300	593
67400	612
67500	595
67600	597
67700	515
67800	576
67900	586
68000	601
68100	594
68200	546
68300	559
68400	610
68500	557
68600	585
68700	580
68800	604
68900	604
69000	534
69100	584
69200	558
69300	608
69400	593
69500	574
69600	572
69700	592
69800	541
69900	562
70000	601
70100	572
70200	595
70300	516
70400	578
70500	564
70600	577
70700	547
70800	601
70900	620
71000	583
71100	589
71200	577
71300	586
71400	534
71500	594
71600	561
71700	567
71800	625
71900	606
72000	579
72100	592
72200	584
72300	626
72400	569
72500	578
72600	613
72700	578
72800	555
72900	582
73000	588
73100	625
73200	588
73300	614
73400	600
73500	583
73600	579
73700	611
73800	603
73900	587
74000	534
74100	611
74200	567
74300	586
74400	552
74500	616
74600	562
74700	565
74800	603
74900	576
75000	551
75100	583
75200	630
75300	576
75400	600
75500	593
75600	570
75700	610
75800	595
75900	593
76000	551
76100	601
76200	595
76300	578
76400	596
76500	578
76600	563
76700	634
76800	598
76900	594
77000	610
77100	509
77200	622
77300	542
77400	566
77500	529
77600	587
77700	568
77800	613
77900	643
78000	594
78100	576
78200	547
78300	564
78400	580
78500	594
78600	570
78700	607
78800	562
78900	546
79000	567
79100	577
79200	596
79300	555
79400	579
79500	595
79600	560
79700	557
79800	574
79900	593
80000	553
80100	552
80200	578
80300	580
80400	562
80500	589
80600	556
80700	557
80800	614
80900	567
81000	608
81100	593
81200	560
81300	586
81400	565
81500	595
81600	540
81700	607
81800	596
81900	609
82000	568
82100	575
82200	597
82300	543
82400	574
82500	586
82600	561
82700	574
82800	602
82900	597
83000	573
83100	527
83200	580
83300	568
83400	547
83500	574
83600	609
83700	587
83800	547
83900	558
84000	565
84100	554
84200	591
84300	588
84400	602
84500	600
84600	593
84700	564
84800	598
84900	611
85000	588
85100	577
85200	583
85300	636
85400	583
85500	585
85600	567
85700	542
85800	626
85900	617
86000	594
86100	552
86200	585
86300	579
86400	589
86500	605
86600	569
86700	567
86800	602
86900	580
87000	597
87100	584
87200	599
87300	592
87400	594
