"Time differences (ps)"	"Normalized correlation g(2)"
-50000	10.535671435753594
-49900	10.377577234496348
-49800	10.190540590882952
-49700	9.976428759258964
-49600	9.680157736430424
-49500	9.377351323392428
-49400	9.024129043024368
-49300	8.767070361452546
-49200	8.513123770456653
-49100	8.091746706475725
-49000	7.817260317678695
-48900	7.45127846594932
-48800	7.11050454788498
-48700	6.859670047465018
-48600	6.388499534269208
-48500	6.040879016937821
-48400	5.680498928245122
-48300	5.215241387143579
-48200	4.84770349012624
-48100	4.400184865307499
-48000	4.013974424834579
-47900	3.634610583628706
-47800	3.2975711742554816
-47700	3.0940404505896564
-47600	2.819242852735033
-47500	2.6770203134150297
-47400	2.5397771190165144
-47300	2.395687325350953
-47200	2.2982788903243425
-47100	2.202115291528104
-47000	2.0910136579674012
-46900	2.0598927522081008
-46800	1.9820904878098493
-46700	1.9416333103227588
-46600	1.900553714720482
-46500	1.8221290322070447
-46400	1.7583311754004787
-46300	1.8628974187517284
-46200	1.7340568689082243
-46100	1.7293887330443292
-46000	1.6988902454002148
-45900	1.6970229910546566
-45800	1.6889315555572386
-45700	1.5697384864991177
-45600	1.6192207266564054
-45500	1.5613358419441066
-45400	1.5744066223630127
-45300	1.5812532216300588
-45200	1.5495098977555724
-45100	1.5535556155042813
-45000	1.5146544833051556
-44900	1.479799068854739
-44800	1.465172243147868
-44700	1.4816663232002971
-44600	1.4483669540378457
-44500	1.4433876091163576
-44400	1.414756375817801
-44300	1.3643405084877342
-44200	1.3612284179118042
-44100	1.3388213657651078
-44000	1.3285514668645386
-43900	1.3154806864456325
-43800	1.2933848433565291
-43700	1.283737362571146
-43600	1.2666208644035306
-43500	1.233943913356265
-43400	1.2603966832516706
-43300	1.1972212445602906
-43200	1.226474895974033
-43100	1.1909970634084304
-43000	1.1972212445602906
-42900	1.1726357290104432
-42800	1.1822832097958262
-42700	1.2012669623089995
-42600	1.161743411994688
-42500	1.165166711628211
-42400	1.1766814467591522
-42300	1.1707684746648852
-42200	1.164233084455432
-42100	1.1408924051359566
-42000	1.2009557532514066
-41900	1.1791711192198961
-41800	1.1853953003717563
-41700	1.1900634362356515
-41600	1.2330102861834862
-41500	1.219005878591801
-41400	1.215893788015871
-41300	1.223985223513289
-41200	1.226786105031626
-41100	1.2535500839846245
-41000	1.219317087649394
-40900	1.2398568854505323
-40800	1.2787580176496578
-40700	1.3089452962361794
-40600	1.2992978154507961
-40500	1.3027211150843192
-40400	1.3273066306341668
-40300	1.3260617944037947
-40200	1.3307299302676898
-40100	1.3217048675974925
-40000	1.3988847138805578
-39900	1.345045546916968
-39800	1.3357092751891777
-39700	1.3347756480163988
-39600	1.354693027702351
-39500	1.3173479407911906
-39400	1.3036547422570983
-39300	1.3210824494823066
-39200	1.283737362571146
