"Time (ps)"	"Counts per bin"
0	28929136
100	0
200	0
300	0
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	0
2400	0
2500	0
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	0
3400	0
3500	0
3600	0
3700	0
3800	0
3900	0
4000	0
4100	0
4200	0
4300	0
4400	0
4500	0
4600	0
4700	0
4800	0
4900	0
5000	0
5100	0
5200	0
5300	0
5400	0
5500	0
5600	0
5700	0
5800	0
5900	0
6000	0
6100	0
6200	0
6300	0
6400	0
6500	0
6600	0
6700	0
6800	0
6900	0
7000	0
7100	0
7200	0
7300	0
7400	0
7500	1
7600	2
7700	0
7800	1
7900	0
8000	4
8100	3
8200	2
8300	2
8400	13
8500	8
8600	10
8700	8
8800	17
8900	22
9000	29
9100	37
9200	43
9300	59
9400	51
9500	70
9600	70
9700	74
9800	102
9900	119
10000	108
10100	147
10200	174
10300	179
10400	190
10500	190
10600	214
10700	229
10800	250
10900	264
11000	326
11100	315
11200	326
11300	389
11400	411
11500	447
11600	461
11700	479
11800	506
11900	510
12000	537
12100	557
12200	569
12300	613
12400	604
12500	635
12600	675
12700	700
12800	719
12900	788
13000	796
13100	819
13200	821
13300	903
13400	894
13500	858
13600	842
13700	892
13800	912
13900	965
14000	972
14100	996
14200	959
14300	1003
14400	1029
14500	1059
14600	1081
14700	1128
14800	1074
14900	1128
15000	1108
15100	1090
15200	1142
15300	1105
15400	1190
15500	1128
15600	1120
15700	1196
15800	1178
15900	1141
16000	1214
16100	1166
16200	1193
16300	1220
16400	1313
16500	1255
16600	1303
16700	1242
16800	1236
16900	1237
17000	1279
17100	1226
17200	1312
17300	1266
17400	1327
17500	1308
17600	1306
17700	1269
17800	1307
17900	1283
18000	1318
18100	1298
18200	1290
18300	1334
18400	1380
18500	1379
18600	1378
18700	1332
18800	1298
18900	1333
19000	1306
19100	1331
19200	1396
19300	1415
19400	1335
19500	1328
19600	1364
19700	1314
19800	1351
19900	1418
20000	1342
20100	1387
20200	1349
20300	1413
20400	1365
20500	1361
20600	1405
20700	1409
20800	1345
20900	1384
21000	1428
21100	1334
21200	1343
21300	1400
21400	1292
21500	1425
21600	1380
21700	1355
21800	1394
21900	1372
22000	1372
22100	1362
22200	1371
22300	1405
22400	1410
22500	1343
22600	1387
22700	1361
22800	1357
22900	1331
23000	1392
23100	1371
23200	1388
23300	1406
23400	1427
23500	1355
23600	1390
23700	1382
23800	1394
23900	1387
24000	1361
24100	1389
24200	1473
24300	1321
24400	1401
24500	1410
24600	1383
24700	1378
24800	1420
24900	1367
25000	1408
25100	1330
25200	1311
25300	1365
25400	1325
25500	1349
25600	1415
25700	1568
25800	1688
25900	1668
26000	1692
26100	1611
26200	1656
26300	1590
26400	1547
26500	1491
26600	1532
26700	1438
26800	1396
26900	1429
27000	1455
27100	1441
27200	1465
27300	1382
27400	1357
27500	1451
27600	1450
27700	1408
27800	1373
27900	1429
28000	1416
28100	1433
28200	1429
28300	1424
28400	1450
28500	1416
28600	1363
28700	1423
28800	1348
28900	1420
29000	1372
29100	1408
29200	1459
29300	1348
29400	1336
29500	1436
29600	1345
29700	1311
29800	1393
29900	1318
30000	1367
30100	1314
30200	1390
30300	1301
30400	1314
30500	1391
30600	1356
30700	1375
30800	1395
30900	1368
31000	1438
31100	1361
31200	1435
31300	1324
31400	1430
31500	1360
31600	1329
31700	1415
31800	1435
31900	1384
32000	1421
32100	1355
32200	1421
32300	1410
32400	1346
32500	1436
32600	1340
32700	1332
32800	1301
32900	1373
33000	1383
33100	1376
33200	1373
33300	1385
33400	1320
33500	1428
33600	1387
33700	1343
33800	1391
33900	1365
34000	1314
34100	1355
34200	1390
34300	1421
34400	1313
34500	1412
34600	1335
34700	1412
34800	1352
34900	1376
35000	1345
35100	1397
35200	1399
35300	1384
35400	1332
35500	1433
35600	1352
35700	1349
35800	1321
35900	1320
36000	1415
36100	1368
36200	1353
36300	1376
36400	1445
36500	1378
36600	1354
36700	1465
36800	1362
36900	1412
37000	1365
37100	1326
37200	1323
37300	1350
37400	1396
37500	1278
37600	1318
37700	1384
37800	1403
37900	1340
38000	1419
38100	1322
38200	1322
38300	1366
38400	1404
38500	1384
38600	1419
38700	1358
38800	1388
38900	1428
39000	1402
39100	1360
39200	1310
39300	1425
39400	1401
39500	1379
39600	1345
39700	1289
39800	1366
39900	1409
40000	1379
40100	1414
40200	1430
40300	1363
40400	1381
40500	1318
40600	1320
40700	1364
40800	1473
40900	1380
41000	1358
41100	1389
41200	1420
41300	1391
41400	1339
41500	1378
41600	1409
