"Time (ps)"	"Counts per bin"
0	28925140
100	0
200	0
300	0
400	0
500	0
600	0
700	0
800	0
900	0
1000	0
1100	0
1200	0
1300	0
1400	0
1500	0
1600	0
1700	0
1800	0
1900	0
2000	0
2100	0
2200	0
2300	0
2400	0
2500	0
2600	0
2700	0
2800	0
2900	0
3000	0
3100	0
3200	0
3300	0
3400	0
3500	0
3600	0
3700	0
3800	0
3900	0
4000	0
4100	0
4200	0
4300	0
4400	0
4500	0
4600	0
4700	0
4800	0
4900	0
5000	0
5100	0
5200	0
5300	0
5400	0
5500	0
5600	0
5700	0
5800	0
5900	0
6000	0
6100	0
6200	0
6300	0
6400	0
6500	0
6600	0
6700	0
6800	0
6900	0
7000	0
7100	0
7200	0
7300	0
7400	0
7500	0
7600	0
7700	0
7800	0
7900	0
8000	0
8100	0
8200	0
8300	0
8400	2
8500	2
8600	2
8700	7
8800	8
8900	21
9000	22
9100	24
9200	45
9300	44
9400	42
9500	57
9600	61
9700	58
9800	66
9900	99
10000	137
10100	128
10200	146
10300	146
10400	158
10500	187
10600	220
10700	248
10800	259
10900	296
11000	336
11100	353
11200	367
11300	375
11400	411
11500	427
11600	465
11700	495
11800	503
11900	485
12000	566
12100	580
12200	541
12300	594
12400	630
12500	678
12600	712
12700	700
12800	757
12900	714
13000	831
13100	803
13200	840
13300	854
13400	836
13500	851
13600	870
13700	884
13800	894
13900	974
14000	911
14100	911
14200	981
14300	1030
14400	1055
14500	1026
14600	1104
14700	1050
14800	1151
14900	1044
15000	1092
15100	1096
15200	1076
15300	1070
15400	1149
15500	1121
15600	1192
15700	1157
15800	1210
15900	1147
16000	1251
16100	1209
16200	1210
16300	1174
16400	1231
16500	1302
16600	1215
16700	1286
16800	1210
16900	1196
17000	1306
17100	1223
17200	1280
17300	1274
17400	1272
17500	1313
17600	1349
17700	1317
17800	1286
17900	1331
18000	1348
18100	1302
18200	1346
18300	1376
18400	1330
18500	1341
18600	1281
18700	1276
18800	1347
18900	1340
19000	1295
19100	1366
19200	1384
19300	1371
19400	1366
19500	1334
19600	1356
19700	1380
19800	1379
19900	1375
20000	1319
20100	1326
20200	1342
20300	1382
20400	1388
20500	1341
20600	1404
20700	1323
20800	1363
20900	1282
21000	1333
21100	1314
21200	1417
21300	1452
21400	1388
21500	1419
21600	1400
21700	1310
21800	1459
21900	1331
22000	1341
22100	1387
22200	1402
22300	1369
22400	1438
22500	1356
22600	1375
22700	1449
22800	1365
22900	1439
23000	1452
23100	1430
23200	1387
23300	1384
23400	1408
23500	1413
23600	1402
23700	1428
23800	1380
23900	1423
24000	1407
24100	1402
24200	1385
24300	1437
24400	1397
24500	1440
24600	1363
24700	1404
24800	1434
24900	1364
25000	1386
25100	1390
25200	1427
25300	1383
25400	1350
25500	1321
25600	1335
25700	1365
25800	1468
25900	1525
26000	1521
26100	1620
26200	1580
26300	1468
26400	1539
26500	1562
26600	1497
26700	1552
26800	1504
26900	1438
27000	1388
27100	1461
27200	1398
27300	1417
27400	1459
27500	1390
27600	1477
27700	1422
27800	1397
27900	1409
28000	1385
28100	1434
28200	1380
28300	1420
28400	1443
28500	1439
28600	1424
28700	1382
28800	1412
28900	1328
29000	1421
29100	1405
29200	1388
29300	1371
29400	1344
29500	1419
29600	1411
29700	1300
29800	1293
29900	1381
30000	1430
30100	1374
30200	1379
30300	1368
30400	1411
30500	1411
30600	1353
30700	1462
30800	1369
30900	1443
31000	1395
31100	1362
31200	1382
31300	1376
31400	1385
31500	1439
31600	1368
31700	1418
31800	1348
31900	1375
32000	1381
32100	1366
32200	1441
32300	1435
32400	1385
32500	1352
32600	1375
32700	1376
32800	1396
32900	1394
33000	1329
33100	1419
33200	1366
33300	1410
33400	1415
33500	1392
33600	1367
33700	1383
33800	1372
33900	1291
34000	1358
34100	1407
34200	1313
