LECROYWS452,11807,Waveform
Segments,1,SegmentSize,202
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:51:28,0                 
Time,Ampl
-7.2855e-008,-0.046875
-7.1855e-008,0
-7.0855e-008,0
-6.9855e-008,0.015625
-6.8855e-008,-0.03125
-6.7855e-008,-0.015625
-6.6855e-008,0.03125
-6.5855e-008,-0.03125
-6.4855e-008,0.046875
-6.3855e-008,0
-6.2855e-008,0
-6.1855e-008,0.015625
-6.0855e-008,0.015625
-5.9855e-008,0.015625
-5.8855e-008,0
-5.7855e-008,0.015625
-5.6855e-008,0
-5.5855e-008,0.015625
-5.4855e-008,0
-5.3855e-008,0
-5.2855e-008,-0.015625
-5.1855e-008,0.03125
-5.0855e-008,0.015625
-4.9855e-008,0.015625
-4.8855e-008,0
-4.7855e-008,0
-4.6855e-008,0.015625
-4.5855e-008,-0.03125
-4.4855e-008,0
-4.3855e-008,0.015625
-4.2855e-008,0
-4.1855e-008,-0.046875
-4.0855e-008,0.03125
-3.9855e-008,0
-3.8855e-008,-0.015625
-3.7855e-008,-0.015625
-3.6855e-008,0.015625
-3.5855e-008,0.015625
-3.4855e-008,-0.015625
-3.3855e-008,-0.015625
-3.2855e-008,0
-3.1855e-008,0
-3.0855e-008,0.015625
-2.9855e-008,0.03125
-2.8855e-008,0.0625
-2.7855e-008,0.59375
-2.6855e-008,0.625
-2.5855e-008,0.484375
-2.4855e-008,0.359375
-2.3855e-008,0.3125
-2.2855e-008,0.296875
-2.1855e-008,0.28125
-2.0855e-008,0.28125
-1.9855e-008,0.21875
-1.8855e-008,0.1875
-1.7855e-008,0.140625
-1.6855e-008,0.140625
-1.5855e-008,0.125
-1.4855e-008,0.125
-1.3855e-008,0.125
-1.2855e-008,0.125
-1.1855e-008,0.09375
-1.0855e-008,0.078125
-9.855e-009,0.125
-8.855e-009,0.0625
-7.855e-009,0.078125
-6.855e-009,0.09375
-5.855e-009,0.078125
-4.855e-009,0.0625
-3.855e-009,0.046875
-2.855e-009,0.140625
-1.855e-009,0.15625
-8.55e-010,0.34375
1.45e-010,0.84375
1.145e-009,0.75
2.145e-009,0.5
3.145e-009,0.5
4.145e-009,0.484375
5.145e-009,0.453125
6.145e-009,0.4375
7.145e-009,0.359375
8.145e-009,0.328125
9.145e-009,0.265625
1.0145e-008,0.25
1.1145e-008,0.25
1.2145e-008,0.203125
1.3145e-008,0.203125
1.4145e-008,0.203125
1.5145e-008,0.171875
1.6145e-008,0.1875
1.7145e-008,0.1875
1.8145e-008,0.171875
1.9145e-008,0.140625
2.0145e-008,0.171875
2.1145e-008,0.125
2.2145e-008,0.171875
2.3145e-008,0.171875
2.4145e-008,0.1875
2.5145e-008,0.25
2.6145e-008,0.28125
2.7145e-008,0.3125
2.8145e-008,0.359375
2.9145e-008,0.25
3.0145e-008,0.296875
3.1145e-008,0.3125
3.2145e-008,0.234375
3.3145e-008,0.28125
3.4145e-008,0.265625
3.5145e-008,0.265625
3.6145e-008,0.21875
3.7145e-008,0.203125
3.8145e-008,0.171875
3.9145e-008,0.1875
4.0145e-008,0.171875
4.1145e-008,0.15625
4.2145e-008,0.1875
4.3145e-008,0.1875
4.4145e-008,0.140625
4.5145e-008,0.171875
4.6145e-008,0.140625
4.7145e-008,0.140625
4.8145e-008,0.125
4.9145e-008,0.1875
5.0145e-008,0.15625
5.1145e-008,0.140625
5.2145e-008,0.1875
5.3145e-008,0.125
5.4145e-008,0.203125
5.5145e-008,0.15625
5.6145e-008,0.15625
5.7145e-008,0.1875
5.8145e-008,0.15625
5.9145e-008,0.15625
6.0145e-008,0.125
6.1145e-008,0.140625
6.2145e-008,0.171875
6.3145e-008,0.140625
6.4145e-008,0.140625
6.5145e-008,0.125
6.6145e-008,0.140625
6.7145e-008,0.125
6.8145e-008,0.171875
6.9145e-008,0.171875
7.0145e-008,0.109375
7.1145e-008,0.109375
7.2145e-008,0.078125
7.3145e-008,0.109375
7.4145e-008,0.0625
7.5145e-008,0.078125
7.6145e-008,0.046875
7.7145e-008,0.125
7.8145e-008,0.046875
7.9145e-008,0.09375
8.0145e-008,0.078125
8.1145e-008,0.109375
8.2145e-008,0.125
8.3145e-008,0.09375
8.4145e-008,0.109375
8.5145e-008,0.140625
8.6145e-008,0.0625
8.7145e-008,0.09375
8.8145e-008,0.078125
8.9145e-008,0.0625
9.0145e-008,0.109375
9.1145e-008,0.125
9.2145e-008,0.0625
9.3145e-008,0.0625
9.4145e-008,0.078125
9.5145e-008,0.046875
9.6145e-008,0.0625
9.7145e-008,0.03125
9.8145e-008,0.0625
9.9145e-008,0.046875
1.00145e-007,0.0625
1.01145e-007,0.046875
1.02145e-007,0.03125
1.03145e-007,0.046875
1.04145e-007,0.078125
1.05145e-007,0.046875
1.06145e-007,0.09375
1.07145e-007,0.03125
1.08145e-007,0.015625
1.09145e-007,0.09375
1.10145e-007,0.0625
1.11145e-007,0.078125
1.12145e-007,0.0625
1.13145e-007,0.0625
1.14145e-007,0.0625
1.15145e-007,0.0625
1.16145e-007,0.0625
1.17145e-007,0.0625
1.18145e-007,0.078125
1.19145e-007,0.03125
1.20145e-007,0.0625
1.21145e-007,0.046875
1.22145e-007,0
1.23145e-007,0.0625
1.24145e-007,0
1.25145e-007,0.03125
1.26145e-007,0
1.27145e-007,0
1.28145e-007,0
