LECROYWS452,11807,Waveform
Segments,1,SegmentSize,502
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:35:21,0                 
Time,Ampl
-2.5084e-007,0
-2.4984e-007,0.046875
-2.4884e-007,0
-2.4784e-007,-0.015625
-2.4684e-007,0.015625
-2.4584e-007,0.015625
-2.4484e-007,-0.03125
-2.4384e-007,0.015625
-2.4284e-007,0
-2.4184e-007,0.03125
-2.4084e-007,0.015625
-2.3984e-007,0
-2.3884e-007,-0.03125
-2.3784e-007,-0.015625
-2.3684e-007,0
-2.3584e-007,-0.015625
-2.3484e-007,0.015625
-2.3384e-007,0
-2.3284e-007,0.015625
-2.3184e-007,0.015625
-2.3084e-007,-0.015625
-2.2984e-007,0.03125
-2.2884e-007,0
-2.2784e-007,-0.015625
-2.2684e-007,0.015625
-2.2584e-007,0
-2.2484e-007,-0.015625
-2.2384e-007,0
-2.2284e-007,-0.015625
-2.2184e-007,-0.015625
-2.2084e-007,-0.015625
-2.1984e-007,0.015625
-2.1884e-007,-0.015625
-2.1784e-007,0.03125
-2.1684e-007,-0.015625
-2.1584e-007,-0.046875
-2.1484e-007,0.03125
-2.1384e-007,0
-2.1284e-007,-0.03125
-2.1184e-007,-0.015625
-2.1084e-007,0
-2.0984e-007,0
-2.0884e-007,-0.03125
-2.0784e-007,-0.015625
-2.0684e-007,0.015625
-2.0584e-007,-0.03125
-2.0484e-007,0.015625
-2.0384e-007,-0.03125
-2.0284e-007,0.03125
-2.0184e-007,0
-2.0084e-007,-0.03125
-1.9984e-007,0.015625
-1.9884e-007,-0.015625
-1.9784e-007,-0.015625
-1.9684e-007,0
-1.9584e-007,-0.03125
-1.9484e-007,0.015625
-1.9384e-007,-0.03125
-1.9284e-007,-0.03125
-1.9184e-007,0
-1.9084e-007,0.015625
-1.8984e-007,-0.015625
-1.8884e-007,-0.03125
-1.8784e-007,0
-1.8684e-007,0
-1.8584e-007,0
-1.8484e-007,-0.015625
-1.8384e-007,0.015625
-1.8284e-007,-0.03125
-1.8184e-007,0
-1.8084e-007,-0.015625
-1.7984e-007,-0.015625
-1.7884e-007,-0.03125
-1.7784e-007,-0.015625
-1.7684e-007,-0.015625
-1.7584e-007,0.015625
-1.7484e-007,0
-1.7384e-007,0
-1.7284e-007,0.046875
-1.7184e-007,0
-1.7084e-007,0
