LECROYWS452,11807,Waveform
Segments,1,SegmentSize,502
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:38:58,0                 
Time,Ampl
-1.4635e-007,-0.046875
-1.4535e-007,-0.03125
-1.4435e-007,-0.0625
-1.4335e-007,-0.046875
-1.4235e-007,-0.078125
-1.4135e-007,-0.0625
-1.4035e-007,-0.046875
-1.3935e-007,-0.0625
-1.3835e-007,-0.0625
-1.3735e-007,-0.0625
-1.3635e-007,-0.03125
-1.3535e-007,-0.046875
-1.3435e-007,-0.0625
-1.3335e-007,-0.03125
-1.3235e-007,-0.03125
-1.3135e-007,-0.046875
-1.3035e-007,-0.015625
-1.2935e-007,-0.046875
-1.2835e-007,-0.0625
-1.2735e-007,-0.015625
-1.2635e-007,-0.09375
-1.2535e-007,-0.03125
-1.2435e-007,-0.046875
-1.2335e-007,-0.046875
-1.2235e-007,0.015625
-1.2135e-007,-0.078125
-1.2035e-007,-0.015625
-1.1935e-007,-0.0625
-1.1835e-007,-0.03125
-1.1735e-007,-0.09375
-1.1635e-007,-0.0625
-1.1535e-007,-0.09375
-1.1435e-007,-0.09375
-1.1335e-007,-0.078125
-1.1235e-007,-0.078125
-1.1135e-007,-0.09375
-1.1035e-007,-0.09375
-1.0935e-007,-0.0625
-1.0835e-007,-0.0625
-1.0735e-007,-0.109375
-1.0635e-007,-0.046875
-1.0535e-007,-0.078125
-1.0435e-007,-0.109375
-1.0335e-007,-0.0625
-1.0235e-007,-0.09375
-1.0135e-007,-0.078125
-1.0035e-007,-0.109375
-9.935e-008,-0.046875
-9.835e-008,-0.078125
-9.735e-008,-0.09375
-9.635e-008,-0.0625
-9.535e-008,-0.078125
-9.435e-008,-0.09375
-9.335e-008,-0.09375
-9.235e-008,-0.109375
-9.135e-008,-0.09375
-9.035e-008,-0.109375
-8.935e-008,-0.109375
-8.835e-008,-0.09375
-8.735e-008,-0.109375
-8.635e-008,-0.109375
-8.535e-008,-0.109375
-8.435e-008,-0.109375
-8.335e-008,-0.046875
-8.235e-008,-0.078125
-8.135e-008,-0.125
-8.035e-008,-0.046875
-7.935e-008,-0.0625
-7.835e-008,-0.046875
-7.735e-008,-0.09375
-7.635e-008,-0.078125
-7.535e-008,-0.09375
-7.435e-008,-0.140625
-7.335e-008,-0.078125
-7.235e-008,-0.078125
-7.135e-008,-0.125
-7.035e-008,-0.09375
-6.935e-008,-0.09375
-6.835e-008,-0.140625
-6.735e-008,-0.109375
-6.635e-008,-0.140625
-6.535e-008,-0.109375
-6.435e-008,-0.078125
-6.335e-008,-0.09375
-6.235e-008,-0.140625
-6.135e-008,-0.078125
-6.035e-008,-0.09375
-5.935e-008,-0.09375
-5.835e-008,-0.09375
-5.735e-008,-0.0625
-5.635e-008,-0.09375
-5.535e-008,-0.09375
-5.435e-008,-0.109375
-5.335e-008,-0.0625
-5.235e-008,-0.078125
-5.135e-008,-0.109375
-5.035e-008,-0.09375
-4.935e-008,-0.0625
-4.835e-008,-0.125
-4.735e-008,-0.09375
-4.635e-008,-0.09375
-4.535e-008,-0.09375
-4.435e-008,-0.078125
-4.335e-008,-0.0625
-4.235e-008,-0.109375
-4.135e-008,-0.09375
-4.035e-008,-0.109375
-3.935e-008,-0.09375
-3.835e-008,-0.078125
-3.735e-008,-0.0625
-3.635e-008,-0.109375
-3.535e-008,-0.09375
-3.435e-008,-0.09375
-3.335e-008,-0.09375
-3.235e-008,-0.09375
-3.135e-008,-0.09375
-3.035e-008,-0.109375
-2.935e-008,-0.09375
-2.835e-008,-0.109375
-2.735e-008,-0.09375
-2.635e-008,-0.125
-2.535e-008,-0.09375
-2.435e-008,-0.109375
-2.335e-008,-0.140625
-2.235e-008,-0.125
-2.135e-008,-0.125
-2.035e-008,-0.109375
-1.935e-008,-0.140625
-1.835e-008,-0.109375
-1.735e-008,-0.109375
-1.635e-008,-0.140625
-1.535e-008,-0.09375
-1.435e-008,-0.125
-1.335e-008,-0.109375
-1.235e-008,-0.125
-1.135e-008,-0.125
-1.035e-008,-0.109375
-9.35e-009,-0.125
-8.35e-009,-0.09375
-7.35e-009,-0.109375
-6.35e-009,-0.15625
-5.35e-009,-0.109375
-4.35e-009,-0.109375
-3.35e-009,-0.109375
-2.35e-009,-0.109375
-1.35e-009,-0.09375
-3.5e-010,0.328125
6.5e-010,0.453125
1.65e-009,0.265625
2.65e-009,0.125
