LECROYWS452,11807,Waveform
Segments,1,SegmentSize,502
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:46:46,0                 
Time,Ampl
-2.2257e-007,-0.03125
-2.2157e-007,-0.015625
-2.2057e-007,-0.015625
-2.1957e-007,-0.03125
-2.1857e-007,0.015625
-2.1757e-007,-0.03125
-2.1657e-007,0
-2.1557e-007,-0.015625
-2.1457e-007,-0.015625
-2.1357e-007,0
-2.1257e-007,0.015625
-2.1157e-007,0
-2.1057e-007,0
-2.0957e-007,0
-2.0857e-007,0
-2.0757e-007,0
-2.0657e-007,0.015625
-2.0557e-007,-0.015625
-2.0457e-007,0
-2.0357e-007,0
-2.0257e-007,0
-2.0157e-007,-0.03125
-2.0057e-007,0
-1.9957e-007,0
-1.9857e-007,0.015625
-1.9757e-007,0
-1.9657e-007,0.015625
-1.9557e-007,-0.03125
-1.9457e-007,0.015625
-1.9357e-007,0.015625
-1.9257e-007,-0.015625
-1.9157e-007,-0.015625
-1.9057e-007,0
-1.8957e-007,0
-1.8857e-007,-0.015625
-1.8757e-007,0
-1.8657e-007,0.015625
-1.8557e-007,0.015625
-1.8457e-007,0
-1.8357e-007,-0.015625
-1.8257e-007,0.03125
-1.8157e-007,-0.015625
-1.8057e-007,0
-1.7957e-007,-0.015625
-1.7857e-007,0
-1.7757e-007,-0.03125
-1.7657e-007,0
-1.7557e-007,-0.015625
-1.7457e-007,0.015625
-1.7357e-007,-0.015625
-1.7257e-007,-0.015625
-1.7157e-007,0.015625
-1.7057e-007,0
-1.6957e-007,-0.015625
-1.6857e-007,-0.015625
-1.6757e-007,0.015625
-1.6657e-007,0.015625
-1.6557e-007,0
-1.6457e-007,0
-1.6357e-007,0.015625
-1.6257e-007,-0.015625
-1.6157e-007,-0.03125
-1.6057e-007,-0.03125
-1.5957e-007,-0.015625
-1.5857e-007,0
-1.5757e-007,-0.03125
-1.5657e-007,0.015625
-1.5557e-007,0
-1.5457e-007,0.015625
-1.5357e-007,-0.03125
-1.5257e-007,0.015625
-1.5157e-007,-0.015625
-1.5057e-007,0
-1.4957e-007,0
-1.4857e-007,0.015625
-1.4757e-007,-0.015625
-1.4657e-007,-0.03125
-1.4557e-007,0.015625
-1.4457e-007,-0.03125
-1.4357e-007,-0.03125
-1.4257e-007,-0.015625
-1.4157e-007,0
-1.4057e-007,-0.015625
-1.3957e-007,-0.046875
-1.3857e-007,0
-1.3757e-007,0.03125
-1.3657e-007,0
-1.3557e-007,0.015625
-1.3457e-007,-0.046875
-1.3357e-007,-0.015625
-1.3257e-007,-0.015625
-1.3157e-007,-0.015625
-1.3057e-007,0
-1.2957e-007,-0.03125
-1.2857e-007,0
-1.2757e-007,-0.03125
-1.2657e-007,0.03125
-1.2557e-007,-0.015625
-1.2457e-007,-0.03125
-1.2357e-007,0
-1.2257e-007,0
-1.2157e-007,0
-1.2057e-007,-0.03125
-1.1957e-007,-0.015625
-1.1857e-007,0.015625
-1.1757e-007,-0.03125
-1.1657e-007,-0.046875
-1.1557e-007,0.015625
-1.1457e-007,-0.03125
-1.1357e-007,0.015625
-1.1257e-007,0.015625
-1.1157e-007,0
-1.1057e-007,0
-1.0957e-007,0.015625
-1.0857e-007,0
-1.0757e-007,-0.03125
-1.0657e-007,-0.03125
-1.0557e-007,-0.015625
-1.0457e-007,-0.03125
-1.0357e-007,0
-1.0257e-007,-0.015625
-1.0157e-007,-0.015625
-1.0057e-007,0
-9.957e-008,0
-9.857e-008,0
-9.757e-008,-0.03125
-9.657e-008,0.015625
-9.557e-008,0
-9.457e-008,-0.03125
-9.357e-008,0.015625
-9.257e-008,0
-9.157e-008,-0.046875
-9.057e-008,0.03125
-8.957e-008,-0.015625
-8.857e-008,0
-8.757e-008,-0.046875
-8.657e-008,-0.046875
-8.557e-008,0.015625
-8.457e-008,-0.03125
-8.357e-008,0
-8.257e-008,0
-8.157e-008,-0.03125
-8.057e-008,0.015625
-7.957e-008,-0.015625
-7.857e-008,-0.015625
-7.757e-008,-0.015625
-7.657e-008,-0.03125
-7.557e-008,-0.015625
-7.457e-008,0
-7.357e-008,0
-7.257e-008,0.015625
-7.157e-008,-0.046875
-7.057e-008,0.015625
-6.957e-008,0
-6.857e-008,0
-6.757e-008,0.015625
-6.657e-008,-0.03125
-6.557e-008,0.015625
-6.457e-008,-0.015625
-6.357e-008,-0.03125
-6.257e-008,-0.015625
-6.157e-008,-0.015625
-6.057e-008,0.015625
-5.957e-008,-0.015625
-5.857e-008,0
-5.757e-008,0
-5.657e-008,-0.046875
-5.557e-008,-0.015625
-5.457e-008,-0.015625
-5.357e-008,-0.015625
-5.257e-008,-0.015625
-5.157e-008,-0.046875
-5.057e-008,0
-4.957e-008,-0.015625
-4.857e-008,0.015625
-4.757e-008,0
-4.657e-008,0
-4.557e-008,0
-4.457e-008,0
-4.357e-008,-0.03125
-4.257e-008,0.03125
-4.157e-008,0
-4.057e-008,-0.03125
-3.957e-008,0.03125
-3.857e-008,-0.03125
-3.757e-008,0.015625
-3.657e-008,0
-3.557e-008,0.015625
-3.457e-008,-0.046875
-3.357e-008,-0.03125
-3.257e-008,-0.015625
-3.157e-008,-0.015625
-3.057e-008,-0.015625
-2.957e-008,-0.046875
-2.857e-008,0.03125
-2.757e-008,-0.015625
-2.657e-008,-0.03125
-2.557e-008,0
-2.457e-008,0.015625
-2.357e-008,-0.015625
-2.257e-008,-0.03125
-2.157e-008,-0.015625
-2.057e-008,0.015625
-1.957e-008,-0.015625
-1.857e-008,-0.03125
-1.757e-008,-0.015625
-1.657e-008,0.015625
-1.557e-008,-0.015625
-1.457e-008,-0.015625
-1.357e-008,0.015625
-1.257e-008,0
-1.157e-008,-0.03125
-1.057e-008,0
-9.57e-009,-0.015625
-8.57e-009,0.015625
-7.57e-009,-0.03125
-6.57e-009,0.03125
-5.57e-009,-0.015625
-4.57e-009,0
-3.57e-009,0.03125
-2.57e-009,0
-1.57e-009,0.046875
-5.7e-010,0.09375
4.3e-010,0.65625
1.43e-009,0.640625
2.43e-009,0.4375
3.43e-009,0.296875
4.43e-009,0.296875
5.43e-009,0.296875
6.43e-009,0.3125
7.43e-009,0.265625
8.43e-009,0.21875
9.43e-009,0.1875
1.043e-008,0.171875
1.143e-008,0.296875
1.243e-008,0.46875
1.343e-008,0.375
1.443e-008,0.265625
1.543e-008,0.21875
1.643e-008,0.21875
1.743e-008,0.28125
1.843e-008,0.203125
1.943e-008,0.1875
2.043e-008,0.15625
2.143e-008,0.140625
2.243e-008,0.046875
2.343e-008,0.125
2.443e-008,0.125
2.543e-008,0.1875
2.643e-008,0.203125
2.743e-008,0.265625
2.843e-008,0.3125
2.943e-008,0.234375
3.043e-008,0.21875
3.143e-008,0.234375
3.243e-008,0.21875
3.343e-008,0.203125
3.443e-008,0.171875
3.543e-008,0.1875
3.643e-008,0.15625
3.743e-008,0.203125
3.843e-008,0.21875
3.943e-008,0.25
4.043e-008,0.21875
4.143e-008,0.21875
4.243e-008,0.203125
4.343e-008,0.1875
4.443e-008,0.1875
4.543e-008,0.203125
4.643e-008,0.171875
4.743e-008,0.140625
4.843e-008,0.140625
4.943e-008,0.171875
5.043e-008,0.171875
5.143e-008,0.171875
5.243e-008,0.15625
5.343e-008,0.203125
5.443e-008,0.171875
5.543e-008,0.1875
5.643e-008,0.1875
5.743e-008,0.1875
5.843e-008,0.171875
5.943e-008,0.1875
6.043e-008,0.15625
6.143e-008,0.1875
6.243e-008,0.15625
6.343e-008,0.1875
6.443e-008,0.140625
6.543e-008,0.15625
6.643e-008,0.1875
6.743e-008,0.15625
6.843e-008,0.140625
6.943e-008,0.203125
7.043e-008,0.140625
7.143e-008,0.15625
7.243e-008,0.140625
7.343e-008,0.140625
7.443e-008,0.109375
7.543e-008,0.140625
7.643e-008,0.09375
7.743e-008,0.09375
7.843e-008,0.125
7.943e-008,0.0625
8.043e-008,0.09375
8.143e-008,0.09375
8.243e-008,0.09375
8.343e-008,0.09375
8.443e-008,0.0625
8.543e-008,0.09375
8.643e-008,0.078125
8.743e-008,0.109375
8.843e-008,0.078125
8.943e-008,0.0625
9.043e-008,0.0625
9.143e-008,0.0625
9.243e-008,0.0625
9.343e-008,0.109375
9.443e-008,0.0625
9.543e-008,0.078125
9.643e-008,0.09375
9.743e-008,0.0625
9.843e-008,0.046875
9.943e-008,0.09375
1.0043e-007,0.078125
1.0143e-007,0.09375
1.0243e-007,0.078125
1.0343e-007,0.0625
1.0443e-007,0.0625
1.0543e-007,0.09375
1.0643e-007,0.078125
1.0743e-007,0.078125
1.0843e-007,0.0625
1.0943e-007,0.0625
1.1043e-007,0.109375
1.1143e-007,0.109375
1.1243e-007,0.046875
1.1343e-007,0.09375
1.1443e-007,0.0625
1.1543e-007,0.078125
1.1643e-007,0.0625
1.1743e-007,0.09375
1.1843e-007,0.078125
1.1943e-007,0.09375
1.2043e-007,0.203125
1.2143e-007,0.796875
1.2243e-007,0.65625
1.2343e-007,0.46875
1.2443e-007,0.34375
1.2543e-007,0.328125
1.2643e-007,0.3125
1.2743e-007,0.328125
1.2843e-007,0.28125
1.2943e-007,0.234375
1.3043e-007,0.21875
1.3143e-007,0.15625
1.3243e-007,0.140625
1.3343e-007,0.15625
1.3443e-007,0.171875
1.3543e-007,0.125
1.3643e-007,0.140625
1.3743e-007,0.140625
1.3843e-007,0.125
1.3943e-007,0.09375
1.4043e-007,0.0625
1.4143e-007,0.078125
1.4243e-007,0.0625
1.4343e-007,0.0625
1.4443e-007,0.078125
1.4543e-007,0.140625
1.4643e-007,0.125
1.4743e-007,0.1875
1.4843e-007,0.21875
1.4943e-007,0.25
1.5043e-007,0.203125
1.5143e-007,0.203125
1.5243e-007,0.21875
1.5343e-007,0.21875
