LECROYWS452,11807,Waveform
Segments,1,SegmentSize,502
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:50:01,0                 
Time,Ampl
-2.2207e-007,-0.046875
-2.2107e-007,0.015625
-2.2007e-007,-0.046875
-2.1907e-007,-0.046875
-2.1807e-007,0
-2.1707e-007,0
-2.1607e-007,0
-2.1507e-007,-0.015625
-2.1407e-007,0
-2.1307e-007,0
-2.1207e-007,-0.03125
-2.1107e-007,0
-2.1007e-007,-0.046875
-2.0907e-007,0.015625
-2.0807e-007,0.015625
-2.0707e-007,0
-2.0607e-007,0
-2.0507e-007,0
-2.0407e-007,0
-2.0307e-007,-0.015625
-2.0207e-007,0
-2.0107e-007,-0.046875
-2.0007e-007,-0.03125
-1.9907e-007,-0.046875
-1.9807e-007,0
-1.9707e-007,0.03125
-1.9607e-007,-0.03125
-1.9507e-007,0.015625
-1.9407e-007,0.5
-1.9307e-007,0.671875
-1.9207e-007,0.53125
-1.9107e-007,0.296875
-1.9007e-007,0.296875
-1.8907e-007,0.25
-1.8807e-007,0.265625
-1.8707e-007,0.25
-1.8607e-007,0.1875
-1.8507e-007,0.1875
-1.8407e-007,0.125
-1.8307e-007,0.109375
-1.8207e-007,0.125
-1.8107e-007,0.09375
-1.8007e-007,0.09375
-1.7907e-007,0.0625
-1.7807e-007,0.078125
-1.7707e-007,0.078125
-1.7607e-007,0.078125
-1.7507e-007,0.078125
-1.7407e-007,0.03125
-1.7307e-007,0.046875
-1.7207e-007,0.046875
-1.7107e-007,0.046875
-1.7007e-007,0.0625
-1.6907e-007,0.0625
-1.6807e-007,0.140625
-1.6707e-007,0.1875
-1.6607e-007,0.21875
-1.6507e-007,0.1875
-1.6407e-007,0.171875
-1.6307e-007,0.1875
-1.6207e-007,0.1875
-1.6107e-007,0.203125
-1.6007e-007,0.171875
-1.5907e-007,0.15625
-1.5807e-007,0.109375
-1.5707e-007,0.125
-1.5607e-007,0.125
-1.5507e-007,0.125
-1.5407e-007,0.0625
-1.5307e-007,0.09375
-1.5207e-007,0.109375
-1.5107e-007,0.109375
-1.5007e-007,0.046875
-1.4907e-007,0.109375
-1.4807e-007,0.078125
-1.4707e-007,0.078125
-1.4607e-007,0.078125
-1.4507e-007,0.078125
-1.4407e-007,0.078125
-1.4307e-007,0.109375
-1.4207e-007,0.109375
-1.4107e-007,0.125
-1.4007e-007,0.171875
-1.3907e-007,0.125
-1.3807e-007,0.140625
-1.3707e-007,0.140625
-1.3607e-007,0.125
-1.3507e-007,0.125
