LECROYWS452,11807,Waveform
Segments,1,SegmentSize,202
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:17:06,0                 
Time,Ampl
-1.0034e-007,0
-9.934e-008,-0.03125
-9.834e-008,0.015625
-9.734e-008,-0.03125
-9.634e-008,0.03125
-9.534e-008,-0.03125
-9.434e-008,0
-9.334e-008,0
-9.234e-008,0.015625
-9.134e-008,-0.015625
-9.034e-008,0
-8.934e-008,-0.046875
-8.834e-008,0
-8.734e-008,-0.03125
-8.634e-008,-0.03125
-8.534e-008,-0.015625
-8.434e-008,-0.015625
-8.334e-008,-0.03125
-8.234e-008,-0.046875
-8.134e-008,0
-8.034e-008,0
-7.934e-008,-0.03125
-7.834e-008,-0.015625
-7.734e-008,0
-7.634e-008,-0.015625
-7.534e-008,-0.046875
-7.434e-008,0
-7.334e-008,-0.015625
-7.234e-008,-0.015625
-7.134e-008,-0.03125
-7.034e-008,-0.015625
-6.934e-008,-0.015625
-6.834e-008,-0.03125
-6.734e-008,-0.015625
-6.634e-008,0.015625
-6.534e-008,-0.015625
-6.434e-008,0.015625
-6.334e-008,-0.015625
-6.234e-008,0
-6.134e-008,-0.015625
-6.034e-008,0
-5.934e-008,-0.03125
-5.834e-008,0.03125
-5.734e-008,-0.015625
-5.634e-008,0
-5.534e-008,0.046875
-5.434e-008,-0.015625
-5.334e-008,0.015625
-5.234e-008,-0.03125
-5.134e-008,0.03125
-5.034e-008,-0.015625
-4.934e-008,-0.015625
-4.834e-008,0
-4.734e-008,-0.03125
-4.634e-008,0
-4.534e-008,0
-4.434e-008,-0.015625
-4.334e-008,0.015625
-4.234e-008,-0.046875
-4.134e-008,-0.03125
-4.034e-008,0.03125
-3.934e-008,-0.015625
-3.834e-008,-0.03125
-3.734e-008,0
-3.634e-008,-0.046875
-3.534e-008,0.03125
-3.434e-008,-0.03125
-3.334e-008,0
-3.234e-008,-0.03125
-3.134e-008,0.015625
-3.034e-008,0
-2.934e-008,-0.015625
-2.834e-008,-0.015625
-2.734e-008,-0.015625
-2.634e-008,0
-2.534e-008,0
-2.434e-008,0
-2.334e-008,-0.015625
-2.234e-008,-0.015625
-2.134e-008,0
-2.034e-008,0
-1.934e-008,-0.03125
-1.834e-008,0
-1.734e-008,0
-1.634e-008,0.015625
-1.534e-008,-0.015625
-1.434e-008,0
-1.334e-008,-0.015625
-1.234e-008,0
-1.134e-008,-0.015625
-1.034e-008,0
-9.34e-009,-0.015625
-8.34e-009,-0.03125
-7.34e-009,-0.015625
-6.34e-009,0
-5.34e-009,0
-4.34e-009,-0.03125
-3.34e-009,0
-2.34e-009,0
-1.34e-009,-0.015625
-3.4e-010,0.5
6.6e-010,1.25
1.66e-009,1.32813
2.66e-009,1.20313
3.66e-009,1.15625
4.66e-009,1.125
5.66e-009,1.04688
6.66e-009,1.01563
7.66e-009,0.921875
8.66e-009,0.875
9.66e-009,0.78125
1.066e-008,0.734375
1.166e-008,0.671875
1.266e-008,0.625
1.366e-008,0.609375
1.466e-008,0.515625
1.566e-008,0.53125
1.666e-008,0.46875
1.766e-008,0.4375
1.866e-008,0.375
1.966e-008,0.359375
2.066e-008,0.34375
2.166e-008,0.296875
2.266e-008,0.28125
2.366e-008,0.28125
2.466e-008,0.265625
2.566e-008,0.234375
2.666e-008,0.265625
2.766e-008,0.265625
2.866e-008,0.265625
2.966e-008,0.265625
3.066e-008,0.265625
3.166e-008,0.203125
3.266e-008,0.171875
3.366e-008,0.140625
3.466e-008,0.15625
3.566e-008,0.125
3.666e-008,0.0625
3.766e-008,0.09375
3.866e-008,0.0625
3.966e-008,0.046875
4.066e-008,0.0625
4.166e-008,0.015625
4.266e-008,0.015625
4.366e-008,0.03125
4.466e-008,-0.015625
4.566e-008,0
4.666e-008,-0.015625
4.766e-008,-0.03125
4.866e-008,-0.03125
4.966e-008,0
5.066e-008,-0.03125
5.166e-008,0
5.266e-008,-0.03125
5.366e-008,0
5.466e-008,-0.03125
5.566e-008,-0.03125
5.666e-008,-0.03125
5.766e-008,-0.015625
5.866e-008,0
5.966e-008,-0.046875
6.066e-008,-0.03125
6.166e-008,-0.046875
6.266e-008,-0.03125
6.366e-008,-0.046875
6.466e-008,0
6.566e-008,-0.03125
6.666e-008,-0.046875
6.766e-008,-0.03125
6.866e-008,-0.046875
6.966e-008,-0.015625
7.066e-008,-0.03125
7.166e-008,-0.015625
7.266e-008,-0.046875
7.366e-008,-0.03125
7.466e-008,-0.03125
7.566e-008,-0.03125
7.666e-008,-0.015625
7.766e-008,-0.046875
7.866e-008,-0.03125
7.966e-008,-0.015625
8.066e-008,0
8.166e-008,-0.015625
8.266e-008,-0.015625
8.366e-008,0.015625
8.466e-008,-0.03125
8.566e-008,-0.015625
8.666e-008,-0.03125
8.766e-008,-0.015625
8.866e-008,0
8.966e-008,-0.03125
9.066e-008,-0.03125
9.166e-008,-0.03125
9.266e-008,-0.03125
9.366e-008,0.015625
9.466e-008,-0.03125
9.566e-008,-0.015625
9.666e-008,0
9.766e-008,-0.03125
9.866e-008,0
9.966e-008,-0.03125
1.0066e-007,-0.03125
