LECROYWS452,11807,Waveform
Segments,1,SegmentSize,202
Segment,TrigTime,TimeSinceSegment1
#1,25-Jul-2024 17:22:34,0                 
Time,Ampl
-1.00795e-007,0
-9.9795e-008,0
-9.8795e-008,0
-9.7795e-008,0
-9.6795e-008,-0.015625
-9.5795e-008,-0.015625
-9.4795e-008,0
-9.3795e-008,0
-9.2795e-008,-0.03125
-9.1795e-008,0
-9.0795e-008,-0.03125
-8.9795e-008,-0.015625
-8.8795e-008,0
-8.7795e-008,-0.046875
-8.6795e-008,-0.015625
-8.5795e-008,-0.015625
-8.4795e-008,-0.015625
-8.3795e-008,0.015625
-8.2795e-008,-0.015625
-8.1795e-008,0.015625
-8.0795e-008,-0.015625
-7.9795e-008,-0.015625
-7.8795e-008,0.015625
-7.7795e-008,-0.015625
-7.6795e-008,0.015625
-7.5795e-008,0.015625
-7.4795e-008,-0.03125
-7.3795e-008,-0.03125
-7.2795e-008,-0.03125
-7.1795e-008,0.03125
-7.0795e-008,0
-6.9795e-008,0
-6.8795e-008,0
-6.7795e-008,-0.03125
-6.6795e-008,0.015625
-6.5795e-008,-0.015625
-6.4795e-008,-0.015625
-6.3795e-008,-0.046875
-6.2795e-008,0
-6.1795e-008,0.015625
-6.0795e-008,0
-5.9795e-008,-0.015625
-5.8795e-008,-0.03125
-5.7795e-008,-0.03125
-5.6795e-008,0.015625
-5.5795e-008,-0.015625
-5.4795e-008,-0.015625
-5.3795e-008,0
-5.2795e-008,-0.015625
-5.1795e-008,-0.015625
-5.0795e-008,0
-4.9795e-008,-0.015625
-4.8795e-008,0
-4.7795e-008,-0.046875
-4.6795e-008,0.015625
-4.5795e-008,-0.03125
-4.4795e-008,0
-4.3795e-008,0
-4.2795e-008,-0.03125
-4.1795e-008,0
-4.0795e-008,-0.046875
-3.9795e-008,0
-3.8795e-008,-0.015625
-3.7795e-008,-0.03125
-3.6795e-008,0
-3.5795e-008,0
-3.4795e-008,-0.015625
-3.3795e-008,-0.015625
-3.2795e-008,-0.015625
-3.1795e-008,0.015625
-3.0795e-008,-0.03125
-2.9795e-008,0.015625
-2.8795e-008,-0.015625
-2.7795e-008,-0.03125
-2.6795e-008,-0.015625
-2.5795e-008,-0.015625
-2.4795e-008,0
-2.3795e-008,-0.03125
-2.2795e-008,-0.015625
-2.1795e-008,0.015625
-2.0795e-008,-0.03125
-1.9795e-008,-0.015625
-1.8795e-008,0
-1.7795e-008,0
-1.6795e-008,-0.03125
-1.5795e-008,-0.03125
-1.4795e-008,-0.046875
-1.3795e-008,-0.046875
-1.2795e-008,0
-1.1795e-008,-0.015625
-1.0795e-008,0.015625
-9.795e-009,0.015625
-8.795e-009,-0.015625
-7.795e-009,0
-6.795e-009,-0.015625
-5.795e-009,0
-4.795e-009,-0.03125
-3.795e-009,0
-2.795e-009,-0.046875
-1.795e-009,0.015625
-7.95e-010,0.09375
2.05e-010,0.953125
1.205e-009,1.28125
2.205e-009,1.25
3.205e-009,1.21875
4.205e-009,1.14063
5.205e-009,1.125
6.205e-009,1.01563
7.205e-009,0.984375
8.205e-009,0.875
9.205e-009,0.828125
1.0205e-008,0.75
1.1205e-008,0.75
1.2205e-008,0.65625
1.3205e-008,0.59375
1.4205e-008,0.578125
1.5205e-008,0.515625
1.6205e-008,0.515625
1.7205e-008,0.453125
1.8205e-008,0.421875
1.9205e-008,0.375
2.0205e-008,0.359375
2.1205e-008,0.328125
2.2205e-008,0.28125
2.3205e-008,0.296875
2.4205e-008,0.234375
2.5205e-008,0.25
2.6205e-008,0.21875
2.7205e-008,0.265625
2.8205e-008,0.296875
2.9205e-008,0.28125
3.0205e-008,0.25
3.1205e-008,0.25
3.2205e-008,0.15625
3.3205e-008,0.15625
3.4205e-008,0.140625
3.5205e-008,0.140625
3.6205e-008,0.125
3.7205e-008,0.09375
3.8205e-008,0.09375
3.9205e-008,0.0625
4.0205e-008,0.03125
4.1205e-008,0.03125
4.2205e-008,0.015625
4.3205e-008,0.015625
4.4205e-008,0
4.5205e-008,0.015625
4.6205e-008,0
4.7205e-008,-0.015625
4.8205e-008,-0.03125
4.9205e-008,0
5.0205e-008,-0.046875
5.1205e-008,0
5.2205e-008,-0.015625
5.3205e-008,-0.015625
5.4205e-008,0
5.5205e-008,-0.046875
5.6205e-008,-0.03125
5.7205e-008,-0.0625
5.8205e-008,0
5.9205e-008,-0.046875
6.0205e-008,0
6.1205e-008,0
6.2205e-008,-0.015625
6.3205e-008,-0.015625
6.4205e-008,-0.046875
6.5205e-008,-0.015625
6.6205e-008,-0.046875
6.7205e-008,-0.03125
6.8205e-008,-0.03125
6.9205e-008,-0.015625
7.0205e-008,-0.0625
7.1205e-008,0.03125
7.2205e-008,-0.078125
7.3205e-008,-0.046875
7.4205e-008,-0.015625
7.5205e-008,0.015625
7.6205e-008,-0.015625
7.7205e-008,-0.03125
7.8205e-008,-0.015625
7.9205e-008,0
8.0205e-008,-0.015625
8.1205e-008,-0.046875
8.2205e-008,0
8.3205e-008,0
8.4205e-008,0.015625
8.5205e-008,-0.015625
8.6205e-008,0
8.7205e-008,-0.046875
8.8205e-008,0
8.9205e-008,-0.046875
9.0205e-008,-0.03125
9.1205e-008,-0.015625
9.2205e-008,-0.015625
9.3205e-008,0.015625
9.4205e-008,-0.015625
9.5205e-008,0
9.6205e-008,-0.03125
9.7205e-008,0
9.8205e-008,-0.03125
9.9205e-008,-0.046875
1.00205e-007,-0.046875
